cluster	profile_idx	profile_uid	paper_key	cell_type	normalized_cell_type	marker_names	marker_ids
7	2897	hca|0420_10.1111_cas.15979_052ebae233|MEMORY B CELL	hca:0420_10.1111_cas.15979_052ebae233	MEMORY B CELL	MEMORY B CELL	CD27;MS4A1;CD19	ENSG00000139193;ENSG00000156738;ENSG00000177455
7	3087	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941|B CELL	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	B CELL	B CELL	CD79A;CD19;IGHD	ENSG00000105369;ENSG00000177455;ENSG00000211898
7	3155	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98|B CELL	hca:0479_10.1016_j.xcrm.2022.100657_bf09154d98	B CELL	B CELL	CD79A;BANK1;MS4A1	ENSG00000105369;ENSG00000153064;ENSG00000156738
8	9	biorxiv|03092aac-75a4-1014-b9cc-d44d468fbd97|CD8+ PROLIFERATING EXHAUSTED T CELL	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	CD8+ PROLIFERATING EXHAUSTED T CELL	CD 8 PROLIFERATING EXHAUSTED T CELL	TOP2A;HAVCR2;MKI67	ENSG00000131747;ENSG00000135077;ENSG00000148773
8	54	biorxiv|0e94bf21-6c7c-1014-b6a7-bcc9b09c8181|TALC-4	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	TALC-4	TALC 4	GNRH2;TOP2A;MKI67	ENSG00000125787;ENSG00000131747;ENSG00000148773
8	242	biorxiv|446f40c7-6f7f-1014-8708-b70b3848c315|PROLIFERATING CELL	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	PROLIFERATING CELL	PROLIFERATING CELL	STMN1;MKI67;HMGB2	ENSG00000117632;ENSG00000148773;ENSG00000164104
8	300	biorxiv|5a3c7d4e-70da-1014-80b6-cd48bfa975fe|B-CD8TCYCLING	biorxiv:5a3c7d4e-70da-1014-80b6-cd48bfa975fe	B-CD8TCYCLING	B CD 8 TCYCLING	STMN1;MKI67;CXCR3	ENSG00000117632;ENSG00000148773;ENSG00000186810
8	312	biorxiv|5c1d40eb-7190-1014-a458-8ab6cf3c7650|DUCTAL-LIKE CELLS UNDERGOING MITOSIS	biorxiv:5c1d40eb-7190-1014-a458-8ab6cf3c7650	DUCTAL-LIKE CELLS UNDERGOING MITOSIS	DUCTAL LIKE CELLS UNDERGOING MITOSIS	TOP2A;PCNA;MKI67;CDK1	ENSG00000131747;ENSG00000132646;ENSG00000148773;ENSG00000170312
8	452	biorxiv|88b6dd17-6fa5-1014-96e8-90837e572e81|IMMATURE ASTROCYTES	biorxiv:88b6dd17-6fa5-1014-96e8-90837e572e81	IMMATURE ASTROCYTES	IMMATURE ASTROCYTES	CENPF;TOP2A;NUSAP1	ENSG00000117724;ENSG00000131747;ENSG00000137804
8	698	biorxiv|c6b2e62c-6bf8-1014-b389-a9824584e0b5|CLUSTER 5	biorxiv:c6b2e62c-6bf8-1014-b389-a9824584e0b5	CLUSTER 5	CLUSTER 5	CENPF;MKI67;HMGB2	ENSG00000117724;ENSG00000148773;ENSG00000164104
8	703	biorxiv|c78d9bda-6cc0-1014-aba5-dba9dd700073|HIGHLY PROLIFERATIVE CEC	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	HIGHLY PROLIFERATIVE CEC	HIGHLY PROLIFERATIVE CEC	CENPF;MKI67;PTTG1	ENSG00000117724;ENSG00000148773;ENSG00000164611
8	705	biorxiv|c78d9bda-6cc0-1014-aba5-dba9dd700073|PROLIFERATING CEC	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	PROLIFERATING CEC	PROLIFERATING CEC	CENPF;MKI67;PTTG1	ENSG00000117724;ENSG00000148773;ENSG00000164611
8	728	biorxiv|cf0d429c-6c7f-1014-a5a8-f09b6915373d|CYCLING CELL	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	CYCLING CELL	CYCLING CELL	CDC20;TOP2A;MKI67	ENSG00000117399;ENSG00000131747;ENSG00000148773
8	1086	hca|0040_10.1016_j.xcrm.2021.100219_d37660c408|CLUSTER 11	hca:0040_10.1016_j.xcrm.2021.100219_d37660c408	CLUSTER 11	CLUSTER 11	TPX2;CENPF;TOP2A;NUSAP1;CCNA2;MKI67;SPC25;CDK1;UBE2C	ENSG00000088325;ENSG00000117724;ENSG00000131747;ENSG00000137804;ENSG00000145386;ENSG00000148773;ENSG00000152253;ENSG00000170312;ENSG00000175063
8	1096	hca|0040_10.1016_j.xcrm.2021.100219_d37660c408|N19	hca:0040_10.1016_j.xcrm.2021.100219_d37660c408	N19	N 19	BIRC5;MKI67;PCLAF	ENSG00000089685;ENSG00000148773;ENSG00000166803
8	1236	hca|0063_10.1016_j.cell.2021.04.028_f5e4882de7|INTESTINAL STEM CELL	hca:0063_10.1016_j.cell.2021.04.028_f5e4882de7	INTESTINAL STEM CELL	INTESTINAL STEM CELL	OLFM4;LGR5;MKI67	ENSG00000102837;ENSG00000139292;ENSG00000148773
8	1253	hca|0068_10.1093_ibd_izac201_351dddd961|TA CELL	hca:0068_10.1093_ibd_izac201_351dddd961	TA CELL	TA CELL	OLFM4;TOP2A;MKI67	ENSG00000102837;ENSG00000131747;ENSG00000148773
8	1287	hca|0076_10.1016_j.cell.2021.01.053_e0734afb82|T_CD8_C10-MKI67-GZMK	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	T_CD8_C10-MKI67-GZMK	T CD 8 C 10 MKI 67 GZMK	GZMK;STMN1;MKI67;HMGB2	ENSG00000113088;ENSG00000117632;ENSG00000148773;ENSG00000164104
8	1362	hca|0085_10.1073_pnas.2200914119_3dd916fb05|TRANSIT AMPLIFYING	hca:0085_10.1073_pnas.2200914119_3dd916fb05	TRANSIT AMPLIFYING	TRANSIT AMPLIFYING	BIRC5;TOP2A;MKI67;UBE2C	ENSG00000089685;ENSG00000131747;ENSG00000148773;ENSG00000175063
8	1418	hca|0090_10.1038_s41586-021-03852-1_eec89a5e36|TRANSIT-AMPLIFYING	hca:0090_10.1038_s41586-021-03852-1_eec89a5e36	TRANSIT-AMPLIFYING	TRANSIT AMPLIFYING	TOP2A;PCNA;MKI67	ENSG00000131747;ENSG00000132646;ENSG00000148773
8	1671	hca|0148_10.1113_jp287812_fd3137bc12|DIVIDING FIBROBLASTS/MURAL CELL	hca:0148_10.1113_jp287812_fd3137bc12	DIVIDING FIBROBLASTS/MURAL CELL	DIVIDING FIBROBLASTS MURAL CELL	ASPM;TOP2A;DIAPH3	ENSG00000066279;ENSG00000131747;ENSG00000139734
8	1672	hca|0148_10.1113_jp287812_fd3137bc12|DIVIDING IMMUNE CELL	hca:0148_10.1113_jp287812_fd3137bc12	DIVIDING IMMUNE CELL	DIVIDING IMMUNE CELL	ASPM;TOP2A;DIAPH3	ENSG00000066279;ENSG00000131747;ENSG00000139734
8	1673	hca|0148_10.1113_jp287812_fd3137bc12|DIVIDING MACROPHAGE	hca:0148_10.1113_jp287812_fd3137bc12	DIVIDING MACROPHAGE	DIVIDING MACROPHAGE	ASPM;TOP2A;DIAPH3	ENSG00000066279;ENSG00000131747;ENSG00000139734
8	1864	hca|0198_10.1038_s41467-021-27619-4_12529026b3|CYCLING CD8+ T CELL	hca:0198_10.1038_s41467-021-27619-4_12529026b3	CYCLING CD8+ T CELL	CYCLING CD 8 T CELL	STMN1;TUBA1B;MKI67	ENSG00000117632;ENSG00000123416;ENSG00000148773
8	1932	hca|0215_10.1038_s42003-020-01625-6_cc9e14f4ea|CD8_6	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	CD8_6	CD 8 6	STMN1;TOP2A;MKI67;CDK1	ENSG00000117632;ENSG00000131747;ENSG00000148773;ENSG00000170312
8	2063	hca|0255_10.1183_13993003.02441-2018_9965f84ef5|PROLIFERATING MACROPHAGES	hca:0255_10.1183_13993003.02441-2018_9965f84ef5	PROLIFERATING MACROPHAGES	PROLIFERATING MACROPHAGES	BIRC5;MKI67;PCLAF;UBE2C	ENSG00000089685;ENSG00000148773;ENSG00000166803;ENSG00000175063
8	2161	hca|0280_10.1681_asn.2017080890_022062f455|PROLIFERATING CELLS	hca:0280_10.1681_asn.2017080890_022062f455	PROLIFERATING CELLS	PROLIFERATING CELLS	CENPF;TOP2A;MKI67	ENSG00000117724;ENSG00000131747;ENSG00000148773
8	2209	hca|0286_10.1038_s41467-018-06318-7_d818827349|PROLIFERATING ΓΔ T CELL	hca:0286_10.1038_s41467-018-06318-7_d818827349	PROLIFERATING ΓΔ T CELL	PROLIFERATING T CELL	STMN1;MKI67;TRDC	ENSG00000117632;ENSG00000148773;ENSG00000211829
8	2270	hca|0296_10.1038_s41467-021-25328-6_8814b43a21|CLUSTER [4,7]	hca:0296_10.1038_s41467-021-25328-6_8814b43a21	CLUSTER [4,7]	CLUSTER 4 7	CENPF;TOP2A;MKI67	ENSG00000117724;ENSG00000131747;ENSG00000148773
8	2459	hca|0350_10.1038_s41421-020-0157-z_3083f6da26|CYCLING NK & T	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	CYCLING NK & T	CYCLING NK T	STMN1;MKI67;HMGB2;HIST1H4C	ENSG00000117632;ENSG00000148773;ENSG00000164104;ENSG00000197061
8	2826	hca|0405_10.1016_j.ccell.2021.03.007_50f32173d6|CD8A + PROLIFERATING	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD8A + PROLIFERATING	CD 8 A PROLIFERATING	STMN1;TOP2A;MKI67	ENSG00000117632;ENSG00000131747;ENSG00000148773
8	2938	hca|0427_10.7150_ijbs.58886_44183be8e8|C1	hca:0427_10.7150_ijbs.58886_44183be8e8	C1	C 1	ASPM;TPX2;CENPF;TOP2A;NUSAP1;UBE2C	ENSG00000066279;ENSG00000088325;ENSG00000117724;ENSG00000131747;ENSG00000137804;ENSG00000175063
8	2943	hca|0427_10.7150_ijbs.58886_44183be8e8|CLUSTER 1	hca:0427_10.7150_ijbs.58886_44183be8e8	CLUSTER 1	CLUSTER 1	ASPM;TOP2A;UBE2C	ENSG00000066279;ENSG00000131747;ENSG00000175063
8	2976	hca|0436_10.1016_j.jtos.2020.12.004_24ddeb29a4|AMPLIFYING CELL	hca:0436_10.1016_j.jtos.2020.12.004_24ddeb29a4	AMPLIFYING CELL	AMPLIFYING CELL	BIRC5;MKI67;RRM2	ENSG00000089685;ENSG00000148773;ENSG00000171848
8	3110	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941|TRANSIT-AMPLIFYING CELL	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	TRANSIT-AMPLIFYING CELL	TRANSIT AMPLIFYING CELL	TOP2A;MKI67;UBE2C	ENSG00000131747;ENSG00000148773;ENSG00000175063
8	3186	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446|CYCLING CELL	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	CYCLING CELL	CYCLING CELL	TOP2A;MKI67;HMGB2;UBE2C	ENSG00000131747;ENSG00000148773;ENSG00000164104;ENSG00000175063
9	15	biorxiv|03092aac-75a4-1014-b9cc-d44d468fbd97|STRAD13⁺ MACROPHAGE	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	STRAD13⁺ MACROPHAGE	STRAD 13 MACROPHAGE	STARD13;CD163;MRC1	ENSG00000133121;ENSG00000177575;ENSG00000260314
9	16	biorxiv|03092aac-75a4-1014-b9cc-d44d468fbd97|TREM2HIGH MACROPHAGE	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	TREM2HIGH MACROPHAGE	TREM 2 HIGH MACROPHAGE	TREM2;APOE;SPP1;C1QA	ENSG00000095970;ENSG00000130203;ENSG00000154832;ENSG00000173372
9	17	biorxiv|03092aac-75a4-1014-b9cc-d44d468fbd97|TREM2LOW	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	TREM2LOW	TREM 2 LOW	APOE;C1QC;C1QA	ENSG00000130203;ENSG00000159189;ENSG00000173372
9	290	biorxiv|54c905c7-6e9f-1014-9168-935cc2dc841b|MC3	biorxiv:54c905c7-6e9f-1014-9168-935cc2dc841b	MC3	MC 3	MSR1;CD68;CHI3L1;CHIT1;CD163;MRC1	ENSG00000038945;ENSG00000129226;ENSG00000133048;ENSG00000133063;ENSG00000177575;ENSG00000260314
9	777	biorxiv|d8ee72e2-7047-1014-a159-a9ef37bce7a4|MACROPHAGE	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	MACROPHAGE	MACROPHAGE	MSR1;CD68;MRC1	ENSG00000038945;ENSG00000129226;ENSG00000260314
9	816	biorxiv|e2efdcad-73c4-1014-9c6c-8a89f519fd2d|CDC2.4	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CDC2.4	CDC 2 4	C3;C1QC;C1QB;C1QA	ENSG00000125730;ENSG00000159189;ENSG00000173369;ENSG00000173372
9	923	biorxiv|f3be1d12-72db-1014-a9a0-ac8d78e3151e|TAM_MRC1	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	TAM_MRC1	TAM MRC 1	MSR1;CD163;MRC1	ENSG00000038945;ENSG00000177575;ENSG00000260314
9	929	biorxiv|f787a6d9-6ce3-1014-a3f6-a662a1333571|IM CD1C	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	IM CD1C	IM CD 1 C	CCR6;F13A1;IL1B;C1QC;C1QB	ENSG00000112486;ENSG00000124491;ENSG00000125538;ENSG00000159189;ENSG00000173369
9	1061	hca|0032_10.15252_msb.20209682_ea064ade0e|KUPFFER CELL	hca:0032_10.15252_msb.20209682_ea064ade0e	KUPFFER CELL	KUPFFER CELL	MARCO;CD5L;C1QB;CD163	ENSG00000019169;ENSG00000073754;ENSG00000173369;ENSG00000177575
9	1248	hca|0068_10.1093_ibd_izac201_351dddd961|MACROPHAGE	hca:0068_10.1093_ibd_izac201_351dddd961	MACROPHAGE	MACROPHAGE	S100A8;C1QB;C1QA	ENSG00000143546;ENSG00000173369;ENSG00000173372
9	1467	hca|0099_10.1126_sciimmunol.abl9165_5f9974d5f2|MAC1	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	MAC1	MAC 1	CD68;FCER1G;C1QC;CEBPB;C1QB;CD163	ENSG00000129226;ENSG00000158869;ENSG00000159189;ENSG00000172216;ENSG00000173369;ENSG00000177575
9	1469	hca|0099_10.1126_sciimmunol.abl9165_5f9974d5f2|MAC3	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	MAC3	MAC 3	C1QC;C1QB;CD163	ENSG00000159189;ENSG00000173369;ENSG00000177575
9	1595	hca|0124_10.1126_science.aba6500_a77c502bf7|MAC1	hca:0124_10.1126_science.aba6500_a77c502bf7	MAC1	MAC 1	MARCO;C1QC;C1QB;CD163	ENSG00000019169;ENSG00000159189;ENSG00000173369;ENSG00000177575
9	1678	hca|0148_10.1113_jp287812_fd3137bc12|MACROPHAGE	hca:0148_10.1113_jp287812_fd3137bc12	MACROPHAGE	MACROPHAGE	MSR1;CD163;MRC1	ENSG00000038945;ENSG00000177575;ENSG00000260314
9	1739	hca|0161_10.1681_asn.2020030326_bf5d42b566|DONOR MACROPHAGE	hca:0161_10.1681_asn.2020030326_bf5d42b566	DONOR MACROPHAGE	DONOR MACROPHAGE	F13A1;C1QC;CD14;C1QB;C1QA;KIAA1671	ENSG00000124491;ENSG00000159189;ENSG00000170458;ENSG00000173369;ENSG00000173372;ENSG00000197077
9	1943	hca|0217_10.1186_s40478-023-01568-z_30cfefc163|BORDER-ASSOCIATED MACROPHAGE	hca:0217_10.1186_s40478-023-01568-z_30cfefc163	BORDER-ASSOCIATED MACROPHAGE	BORDER ASSOCIATED MACROPHAGE	LYVE1;CD163;MRC1	ENSG00000133800;ENSG00000177575;ENSG00000260314
9	2101	hca|0264_10.1186_s13059-022-02677-z_ec9d743757|TAM	hca:0264_10.1186_s13059-022-02677-z_ec9d743757	TAM	TAM	APOE;CD163;SELENOP	ENSG00000130203;ENSG00000177575;ENSG00000250722
9	2429	hca|0340_10.1038_s41467-020-16164-1_15fae00c00|ANTI-INFLAMMATORY AM	hca:0340_10.1038_s41467-020-16164-1_15fae00c00	ANTI-INFLAMMATORY AM	ANTI INFLAMMATORY AM	APOE;C1QB;CD163	ENSG00000130203;ENSG00000173369;ENSG00000177575
9	2446	hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19|C1QC+ MACROPHAGE	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19	C1QC+ MACROPHAGE	C 1 QC MACROPHAGE	C1QC;C1QB;C1QA	ENSG00000159189;ENSG00000173369;ENSG00000173372
9	2555	hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c|M2LIKE2	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	M2LIKE2	M 2 LIKE 2	RAB13;MERTK;C1QC;C1QB;C1QA;CD163;MRC1	ENSG00000143545;ENSG00000153208;ENSG00000159189;ENSG00000173369;ENSG00000173372;ENSG00000177575;ENSG00000260314
9	2575	hca|0365_10.3389_fendo.2022.874915_81de77d539|MACROPHAGE	hca:0365_10.3389_fendo.2022.874915_81de77d539	MACROPHAGE	MACROPHAGE	C1QC;C1QB;C1QA;CD163	ENSG00000159189;ENSG00000173369;ENSG00000173372;ENSG00000177575
9	2754	hca|0394_10.1038_s41591-021-01329-2_7dcc6ae73c|CD16+C1QA/B/C+	hca:0394_10.1038_s41591-021-01329-2_7dcc6ae73c	CD16+C1QA/B/C+	CD 16 C 1 QA B C	C1QC;C1QB;C1QA;FCGR3A	ENSG00000159189;ENSG00000173369;ENSG00000173372;ENSG00000203747
9	2799	hca|0402_10.1016_j.cell.2021.04.038_26e3dc6d2f|TUMOR-SPECIFIC MACROPHAGE	hca:0402_10.1016_j.cell.2021.04.038_26e3dc6d2f	TUMOR-SPECIFIC MACROPHAGE	TUMOR SPECIFIC MACROPHAGE	TREM2;LILRB5;APOE	ENSG00000095970;ENSG00000105609;ENSG00000130203
9	2800	hca|0402_10.1016_j.cell.2021.04.038_26e3dc6d2f|TUMOR-SPECIFIC MACROPHAGE SUBPOPULATION	hca:0402_10.1016_j.cell.2021.04.038_26e3dc6d2f	TUMOR-SPECIFIC MACROPHAGE SUBPOPULATION	TUMOR SPECIFIC MACROPHAGE SUBPOPULATION	TREM2;LILRB5;APOE	ENSG00000095970;ENSG00000105609;ENSG00000130203
9	2829	hca|0405_10.1016_j.ccell.2021.03.007_50f32173d6|TAM HLA HI	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	TAM HLA HI	TAM HLA HI	TREM2;APOE;C1QA	ENSG00000095970;ENSG00000130203;ENSG00000173372
9	2959	hca|0431_10.1038_s44161-022-00028-6_b4c8c1227f|MAC1	hca:0431_10.1038_s44161-022-00028-6_b4c8c1227f	MAC1	MAC 1	SIGLEC1;TREM2;F13A1;LYVE1;CD163;MRC1	ENSG00000088827;ENSG00000095970;ENSG00000124491;ENSG00000133800;ENSG00000177575;ENSG00000260314
9	3024	hca|0449_10.1084_jem.20202345_e99c99a876|MARCO + MACROPHAGES	hca:0449_10.1084_jem.20202345_e99c99a876	MARCO + MACROPHAGES	MARCO MACROPHAGES	MARCO;F13A1;C1QC;C1QB	ENSG00000019169;ENSG00000124491;ENSG00000159189;ENSG00000173369
9	3163	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98|MACRO-3	hca:0479_10.1016_j.xcrm.2022.100657_bf09154d98	MACRO-3	MACRO 3	LYVE1;CSF1R;MRC1	ENSG00000133800;ENSG00000182578;ENSG00000260314
9	3196	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446|MACROPHAGE	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	MACROPHAGE	MACROPHAGE	C1QC;C1QB;CD163	ENSG00000159189;ENSG00000173369;ENSG00000177575
9	3267	hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf|MACROPHAGE	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf	MACROPHAGE	MACROPHAGE	MSR1;C1QB;CD163	ENSG00000038945;ENSG00000173369;ENSG00000177575
9	3292	hca|0500_10.1073_pnas.2306153120_5c49b25904|C4	hca:0500_10.1073_pnas.2306153120_5c49b25904	C4	C 4	LYVE1;CD163;CD163L1;MRC1	ENSG00000133800;ENSG00000177575;ENSG00000177675;ENSG00000260314
9	3339	hca|0513_10.1186_s13059-019-1906-x_0a4cb34cd5|MACROPHAGE	hca:0513_10.1186_s13059-019-1906-x_0a4cb34cd5	MACROPHAGE	MACROPHAGE	CD5L;HMOX1;APOE;C1QC;VCAM1;C1QA	ENSG00000073754;ENSG00000100292;ENSG00000130203;ENSG00000159189;ENSG00000162692;ENSG00000173372
10	108	biorxiv|219b21d9-7007-1014-9157-ab439216a355|FIB3	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FIB3	FIB 3	VWF;EGFL7;ACKR1	ENSG00000110799;ENSG00000172889;ENSG00000213088
10	141	biorxiv|2746af96-6da7-1014-ab14-859a63e4801c|EC	biorxiv:2746af96-6da7-1014-ab14-859a63e4801c	EC	EC	CDH5;AQP1;PECAM1	ENSG00000179776;ENSG00000240583;ENSG00000261371
10	272	biorxiv|50c888ca-6c09-1014-89ca-dc13eaf87e62|CLUSTER 4	biorxiv:50c888ca-6c09-1014-89ca-dc13eaf87e62	CLUSTER 4	CLUSTER 4	KDR;SMA;PECAM1	ENSG00000128052;ENSG00000172062;ENSG00000261371
10	752	biorxiv|d2042444-7138-1014-94ac-a1f590fd3173|ENDOTHELIAL CELL	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	ENDOTHELIAL CELL	ENDOTHELIAL CELL	PTPRB;CDH5;CLDN5	ENSG00000127329;ENSG00000179776;ENSG00000184113
10	1307	hca|0080_10.1126_sciadv.abf1444_8cb053b6ed|ENDOTHELIAL CELL	hca:0080_10.1126_sciadv.abf1444_8cb053b6ed	ENDOTHELIAL CELL	ENDOTHELIAL CELL	VWF;EGFL7;GATA2	ENSG00000110799;ENSG00000172889;ENSG00000179348
10	1379	hca|0089_10.1038_s41586-020-2797-4_6e65d21b5d|ENDOTHELIAL CELL	hca:0089_10.1038_s41586-020-2797-4_6e65d21b5d	ENDOTHELIAL CELL	ENDOTHELIAL CELL	VWF;CDH5;PECAM1	ENSG00000110799;ENSG00000179776;ENSG00000261371
10	1440	hca|0095_10.1101_2021.09.16.460628_23a839e09f|BLOOD ENDOTHELIAL	hca:0095_10.1101_2021.09.16.460628_23a839e09f	BLOOD ENDOTHELIAL	BLOOD ENDOTHELIAL	VWF;KDR;PECAM1	ENSG00000110799;ENSG00000128052;ENSG00000261371
10	1496	hca|0105_10.1038_s41563-020-00853-9_ec3e5ef313|ENDOTHELIAL	hca:0105_10.1038_s41563-020-00853-9_ec3e5ef313	ENDOTHELIAL	ENDOTHELIAL	FLT1;SOX17;PECAM1	ENSG00000102755;ENSG00000164736;ENSG00000261371
10	1689	hca|0148_10.1113_jp287812_fd3137bc12|VASCULAR ENDOTHELIAL CELL	hca:0148_10.1113_jp287812_fd3137bc12	VASCULAR ENDOTHELIAL CELL	VASCULAR ENDOTHELIAL CELL	VWF;PTPRB;PECAM1	ENSG00000110799;ENSG00000127329;ENSG00000261371
10	1691	hca|0148_10.1113_jp287812_fd3137bc12|VEC	hca:0148_10.1113_jp287812_fd3137bc12	VEC	VEC	FLT1;VWF;PECAM1	ENSG00000102755;ENSG00000110799;ENSG00000261371
10	1693	hca|0149_10.1038_s41368-023-00238-z_c77e60a0ab|ENDOTHELIAL CELLS	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	ENDOTHELIAL CELLS	ENDOTHELIAL CELLS	ENG;CD34;PECAM1	ENSG00000106991;ENSG00000174059;ENSG00000261371
10	1720	hca|0158_10.2337_db21-0830_d021248f76|ENDOTHELIAL CELL	hca:0158_10.2337_db21-0830_d021248f76	ENDOTHELIAL CELL	ENDOTHELIAL CELL	VWF;CDH5;PECAM1	ENSG00000110799;ENSG00000179776;ENSG00000261371
10	2131	hca|0274_10.1016_j.isci.2021.103592_3ec037cca1|ENDOTHELIAL CELLS	hca:0274_10.1016_j.isci.2021.103592_3ec037cca1	ENDOTHELIAL CELLS	ENDOTHELIAL CELLS	CDH5;AQP1;PECAM1	ENSG00000179776;ENSG00000240583;ENSG00000261371
10	2229	hca|0290_10.1101_235499_566cff6e3c|HEMOGENIC ENDOTHELIAL CELL	hca:0290_10.1101_235499_566cff6e3c	HEMOGENIC ENDOTHELIAL CELL	HEMOGENIC ENDOTHELIAL CELL	KDR;KIT;CDH5;PECAM1	ENSG00000128052;ENSG00000157404;ENSG00000179776;ENSG00000261371
10	2304	hca|0302_10.1016_j.isci.2022.104772_3e028c0be0|ENDOTHELIAL CELL	hca:0302_10.1016_j.isci.2022.104772_3e028c0be0	ENDOTHELIAL CELL	ENDOTHELIAL CELL	VWF;CDH5;PECAM1	ENSG00000110799;ENSG00000179776;ENSG00000261371
10	2325	hca|0307_10.1038_s41419-021-03724-6_32b837a8da|ENDOTHELIAL	hca:0307_10.1038_s41419-021-03724-6_32b837a8da	ENDOTHELIAL	ENDOTHELIAL	CD34;CDH5;PECAM1	ENSG00000174059;ENSG00000179776;ENSG00000261371
10	2386	hca|0322_10.3389_fonc.2021.719564_a0cfb67753|ENDOTHELIAL CELLS	hca:0322_10.3389_fonc.2021.719564_a0cfb67753	ENDOTHELIAL CELLS	ENDOTHELIAL CELLS	KDR;CDH5;PECAM1	ENSG00000128052;ENSG00000179776;ENSG00000261371
10	2547	hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c|EC1	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	EC1	EC 1	VWF;IFI27;PECAM1	ENSG00000110799;ENSG00000165949;ENSG00000261371
10	2548	hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c|EC2	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	EC2	EC 2	VWF;IFI27;PECAM1	ENSG00000110799;ENSG00000165949;ENSG00000261371
10	2576	hca|0365_10.3389_fendo.2022.874915_81de77d539|SC9	hca:0365_10.3389_fendo.2022.874915_81de77d539	SC9	SC 9	VWF;EMCN;PECAM1	ENSG00000110799;ENSG00000164035;ENSG00000261371
10	2837	hca|0407_10.1093_humrep_deac183_7b0f560d74|ENDOTHELIAL CELL	hca:0407_10.1093_humrep_deac183_7b0f560d74	ENDOTHELIAL CELL	ENDOTHELIAL CELL	VWF;CDH11;PECAM1	ENSG00000110799;ENSG00000140937;ENSG00000261371
10	2848	hca|0410_10.3389_fcell.2021.820274_b0973e038f|ENDOTHELIAL CELL	hca:0410_10.3389_fcell.2021.820274_b0973e038f	ENDOTHELIAL CELL	ENDOTHELIAL CELL	VWF;CDH5;ACKR1	ENSG00000110799;ENSG00000179776;ENSG00000213088
10	3090	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941|ENDOTHELIUM	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	ENDOTHELIUM	ENDOTHELIUM	CDH5;CLDN5;PECAM1	ENSG00000179776;ENSG00000184113;ENSG00000261371
11	102	biorxiv|1fa7b83f-6da7-1014-a69d-d257852e8dd1|T CELL	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	T CELL	T CELL	CD3D;CD3E;CD3G	ENSG00000167286;ENSG00000198851;ENSG00000289746
11	168	biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3|T CELL	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T CELL	T CELL	CD3D;TRBC1;TRAC;CD3G	ENSG00000167286;ENSG00000211751;ENSG00000277734;ENSG00000289746
