resource	study_uid	context_uid	study_label	labelset	cell_type	normalized_cell_type	n_markers	n_local_private_markers	local_private_fraction	n_same_label_other_study_profiles	marker_fraction_recovered_by_same_label_other_studies	local_private_fraction_recovered_by_same_label_other_studies
LLMarkers	llmarkers|biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616	llmarkers|biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616		ISG+ GZMK+ EFFECTOR MEMORY CD8+ T CELL	ISG GZMK EFFECTOR MEMORY CD 8 T CELL	6	5	0.8333333333333334	0		
LLMarkers	llmarkers|biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616	llmarkers|biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616		ISG+ NAIVE CD4+ T CELL	ISG NAIVE CD 4 T CELL	3	0	0.0	0		
LLMarkers	llmarkers|biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616	llmarkers|biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616		ISG+ NON-CLASSICAL MONOCYTES	ISG NON CLASSICAL MONOCYTES	5	0	0.0	0		
LLMarkers	llmarkers|biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616	llmarkers|biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616		TRANSITIONAL B	TRANSITIONAL B	6	6	1.0	0		
LLMarkers	llmarkers|biorxiv|1e500b21-6c04-1014-adde-c104b14bbdad	llmarkers|biorxiv|1e500b21-6c04-1014-adde-c104b14bbdad	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad		CEFX-SPECIFIC BRAIN METASTASIS-INFILTRATING PD-1+ CD8+ T CELL	CEFX SPECIFIC BRAIN METASTASIS INFILTRATING PD 1 CD 8 T CELL	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|1e500b21-6c04-1014-adde-c104b14bbdad	llmarkers|biorxiv|1e500b21-6c04-1014-adde-c104b14bbdad	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad		CLUSTER 6	CLUSTER 6	4	3	0.75	2	0.0	0.0
LLMarkers	llmarkers|biorxiv|1e500b21-6c04-1014-adde-c104b14bbdad	llmarkers|biorxiv|1e500b21-6c04-1014-adde-c104b14bbdad	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad		TERMINALLY-DIFFERENTIATED	TERMINALLY DIFFERENTIATED	5	2	0.4	0		
LLMarkers	llmarkers|biorxiv|1e500b21-6c04-1014-adde-c104b14bbdad	llmarkers|biorxiv|1e500b21-6c04-1014-adde-c104b14bbdad	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad		TERMINALLY-DIFFERENTIATED PHENOTYPE OF CD8+ T CELL	TERMINALLY DIFFERENTIATED PHENOTYPE OF CD 8 T CELL	4	2	0.5	0		
LLMarkers	llmarkers|biorxiv|1efd9fbe-6f02-1014-8df4-f37a8d806beb	llmarkers|biorxiv|1efd9fbe-6f02-1014-8df4-f37a8d806beb	biorxiv:1efd9fbe-6f02-1014-8df4-f37a8d806beb		CD197⁺ IL2R/IL7R⁺ MONOCYTE	CD 197 IL 2 R IL 7 R MONOCYTE	3	0	0.0	0		
LLMarkers	llmarkers|biorxiv|1efd9fbe-6f02-1014-8df4-f37a8d806beb	llmarkers|biorxiv|1efd9fbe-6f02-1014-8df4-f37a8d806beb	biorxiv:1efd9fbe-6f02-1014-8df4-f37a8d806beb		MONOCYTE	MONOCYTE	5	2	0.4	23	0.0	0.0
LLMarkers	llmarkers|biorxiv|1f87890c-7e00-1014-91de-cf40554be0ec	llmarkers|biorxiv|1f87890c-7e00-1014-91de-cf40554be0ec	biorxiv:1f87890c-7e00-1014-91de-cf40554be0ec		CD14+ MONOCYTE	CD 14 MONOCYTE	4	4	1.0	2	1.0	1.0
LLMarkers	llmarkers|biorxiv|1f87890c-7e00-1014-91de-cf40554be0ec	llmarkers|biorxiv|1f87890c-7e00-1014-91de-cf40554be0ec	biorxiv:1f87890c-7e00-1014-91de-cf40554be0ec		NATURAL KILLER CELL	NATURAL KILLER CELL	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|1fa7b83f-6da7-1014-a69d-d257852e8dd1	llmarkers|biorxiv|1fa7b83f-6da7-1014-a69d-d257852e8dd1	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1		CYTOTOXIC	CYTOTOXIC	12	12	1.0	2	0.25	0.25
LLMarkers	llmarkers|biorxiv|1fa7b83f-6da7-1014-a69d-d257852e8dd1	llmarkers|biorxiv|1fa7b83f-6da7-1014-a69d-d257852e8dd1	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1		NAÏVE T CELL	NAIVE T CELL	4	4	1.0	2	0.75	0.75
LLMarkers	llmarkers|biorxiv|1fa7b83f-6da7-1014-a69d-d257852e8dd1	llmarkers|biorxiv|1fa7b83f-6da7-1014-a69d-d257852e8dd1	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1		T CELL	T CELL	3	3	1.0	37	1.0	1.0
LLMarkers	llmarkers|biorxiv|200cf446-75b0-1014-a31c-a786c6d74a08	llmarkers|biorxiv|200cf446-75b0-1014-a31c-a786c6d74a08	biorxiv:200cf446-75b0-1014-a31c-a786c6d74a08		BAT	BAT	5	5	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		CHONDROMYOCYTES/CMCS	CHONDROMYOCYTES CMCS	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		CMC	CMC	4	0	0.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		FIB1	FIB 1	3	3	1.0	2	0.3333333333333333	0.3333333333333333
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		FIB2	FIB 2	3	3	1.0	1	0.0	0.0
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		FIB3	FIB 3	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		FIB4	FIB 4	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		FIB5	FIB 5	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		FIB6	FIB 6	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		FIB7	FIB 7	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		FIBROMYOCYTES/FMCS	FIBROMYOCYTES FMCS	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		FMC	FMC	4	0	0.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		IVMAC1	IVMAC 1	3	1	0.3333333333333333	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		IVMAC2	IVMAC 2	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		IVMAC3	IVMAC 3	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		IVMAC4	IVMAC 4	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		IVMAC5	IVMAC 5	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		IVMAC6	IVMAC 6	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		IVMAC7	IVMAC 7	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		MAC4	MAC 4	7	5	0.7142857142857143	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		PERICYTE	PERICYTE	3	3	1.0	13	1.0	1.0
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		SMC1	SMC 1	5	3	0.6	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		SMC2	SMC 2	4	2	0.5	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		SMC3	SMC 3	5	3	0.6	0		
LLMarkers	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	llmarkers|biorxiv|219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355		SMC4	SMC 4	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|biorxiv|2351d19e-6c56-1014-8708-9339c5f1215f	llmarkers|biorxiv|2351d19e-6c56-1014-8708-9339c5f1215f	biorxiv:2351d19e-6c56-1014-8708-9339c5f1215f		PROLIFERATING T CELL	PROLIFERATING T CELL	7	7	1.0	1	0.0	0.0
LLMarkers	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9		ALVEOLAR	ALVEOLAR	5	2	0.4	1	0.0	0.0
LLMarkers	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9		AT2	AT 2	3	0	0.0	9	0.0	
LLMarkers	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9		BASAL CELL	BASAL CELL	5	5	1.0	6	0.6	0.6
LLMarkers	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9		EPITHELIAL CELL	EPITHELIAL CELL	5	5	1.0	6	0.8	0.8
LLMarkers	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9		MESENCHYMAL	MESENCHYMAL	3	3	1.0	6	0.6666666666666666	0.6666666666666666
LLMarkers	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	llmarkers|biorxiv|2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9		MESENCHYMAL STEM CELL	MESENCHYMAL STEM CELL	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|24629940-6c09-1014-990c-ab0ee25195e2	llmarkers|biorxiv|24629940-6c09-1014-990c-ab0ee25195e2	biorxiv:24629940-6c09-1014-990c-ab0ee25195e2		FIRST HEART FIELD AND SECOND HEART FIELD	FIRST HEART FIELD AND SECOND HEART FIELD	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|24629940-6c09-1014-990c-ab0ee25195e2	llmarkers|biorxiv|24629940-6c09-1014-990c-ab0ee25195e2	biorxiv:24629940-6c09-1014-990c-ab0ee25195e2		HEMATOPOIETIC LINEAGES	HEMATOPOIETIC LINEAGES	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2696a317-6c07-1014-9562-d326b0aa508e	llmarkers|biorxiv|2696a317-6c07-1014-9562-d326b0aa508e	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e		CLUSTER 4	CLUSTER 4	11	11	1.0	10	0.09090909090909091	0.09090909090909091
LLMarkers	llmarkers|biorxiv|2696a317-6c07-1014-9562-d326b0aa508e	llmarkers|biorxiv|2696a317-6c07-1014-9562-d326b0aa508e	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e		CLUSTER 8	CLUSTER 8	7	6	0.8571428571428571	3	0.0	0.0
LLMarkers	llmarkers|biorxiv|2696a317-6c07-1014-9562-d326b0aa508e	llmarkers|biorxiv|2696a317-6c07-1014-9562-d326b0aa508e	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e		T CELL CLUSTER 0	T CELL CLUSTER 0	5	5	1.0	0		
LLMarkers	llmarkers|biorxiv|2696a317-6c07-1014-9562-d326b0aa508e	llmarkers|biorxiv|2696a317-6c07-1014-9562-d326b0aa508e	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e		T CELL CLUSTER 1	T CELL CLUSTER 1	5	4	0.8	0		
LLMarkers	llmarkers|biorxiv|2746af96-6da7-1014-ab14-859a63e4801c	llmarkers|biorxiv|2746af96-6da7-1014-ab14-859a63e4801c	biorxiv:2746af96-6da7-1014-ab14-859a63e4801c		EC	EC	3	3	1.0	6	0.6666666666666666	0.6666666666666666
LLMarkers	llmarkers|biorxiv|29ae8fb9-6d50-1014-8923-847f08fdc25e	llmarkers|biorxiv|29ae8fb9-6d50-1014-8923-847f08fdc25e	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e		PLAQUE CELL	PLAQUE CELL	8	8	1.0	0		
LLMarkers	llmarkers|biorxiv|29ae8fb9-6d50-1014-8923-847f08fdc25e	llmarkers|biorxiv|29ae8fb9-6d50-1014-8923-847f08fdc25e	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e		PLAQUE SMOOTH MUSCLE CELL	PLAQUE SMOOTH MUSCLE CELL	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|29dae57b-6d36-1014-8489-e77255373be6	llmarkers|biorxiv|29dae57b-6d36-1014-8489-e77255373be6	biorxiv:29dae57b-6d36-1014-8489-e77255373be6		MULTINUCLEATED CELLS DIGESTING CARTILAGE	MULTINUCLEATED CELLS DIGESTING CARTILAGE	4	3	0.75	0		
LLMarkers	llmarkers|biorxiv|29dae57b-6d36-1014-8489-e77255373be6	llmarkers|biorxiv|29dae57b-6d36-1014-8489-e77255373be6	biorxiv:29dae57b-6d36-1014-8489-e77255373be6		OSTEOCLAST	OSTEOCLAST	8	7	0.875	2	0.25	0.14285714285714285
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		DIFFED-SPG	DIFFED SPG	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		DIFFING-SPG	DIFFING SPG	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SC1	SC 1	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SC3	SC 3	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SC4	SC 4	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SC5	SC 5	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SC6	SC 6	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SC7	SC 7	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SC8	SC 8	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SERTOLI CELLS	SERTOLI CELLS	3	3	1.0	1	0.6666666666666666	0.6666666666666666
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SSC0	SSC 0	8	0	0.0	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SSC1	SSC 1	9	1	0.1111111111111111	0		
LLMarkers	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	llmarkers|biorxiv|2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90		SSC2	SSC 2	5	3	0.6	0		
LLMarkers	llmarkers|biorxiv|2e0cb1c8-7146-1014-adb8-b57e9dddb191	llmarkers|biorxiv|2e0cb1c8-7146-1014-adb8-b57e9dddb191	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191		G2/M	G 2 M	5	4	0.8	0		
LLMarkers	llmarkers|biorxiv|2e0cb1c8-7146-1014-adb8-b57e9dddb191	llmarkers|biorxiv|2e0cb1c8-7146-1014-adb8-b57e9dddb191	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191		LATE G1	LATE G 1	4	3	0.75	0		
LLMarkers	llmarkers|biorxiv|2e0cb1c8-7146-1014-adb8-b57e9dddb191	llmarkers|biorxiv|2e0cb1c8-7146-1014-adb8-b57e9dddb191	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191		NEURAL G0	NEURAL G 0	17	15	0.8823529411764706	0		
LLMarkers	llmarkers|biorxiv|2e0cb1c8-7146-1014-adb8-b57e9dddb191	llmarkers|biorxiv|2e0cb1c8-7146-1014-adb8-b57e9dddb191	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191		S	S	3	1	0.3333333333333333	0		
LLMarkers	llmarkers|biorxiv|2f0bc005-6d0e-1014-97e7-b0ad1a9b0569	llmarkers|biorxiv|2f0bc005-6d0e-1014-97e7-b0ad1a9b0569	biorxiv:2f0bc005-6d0e-1014-97e7-b0ad1a9b0569		PREADIPOCYTE	PREADIPOCYTE	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3		B CELL	B CELL	4	4	1.0	29	1.0	1.0
LLMarkers	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3		NK CELL	NK CELL	5	3	0.6	15	0.6	0.6666666666666666
LLMarkers	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3		NK T CELL	NK T CELL	4	2	0.5	0		
LLMarkers	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3		PDCS	PDCS	4	4	1.0	2	0.75	0.75
LLMarkers	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3		T CELL	T CELL	4	2	0.5	36	0.75	0.5
LLMarkers	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	llmarkers|biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3		T-CELL	T CELL	3	1	0.3333333333333333	36	1.0	1.0
LLMarkers	llmarkers|biorxiv|30a348aa-6c75-1014-b586-8a08f0d76748	llmarkers|biorxiv|30a348aa-6c75-1014-b586-8a08f0d76748	biorxiv:30a348aa-6c75-1014-b586-8a08f0d76748		CTHRC1+	CTHRC 1	6	5	0.8333333333333334	0		
LLMarkers	llmarkers|biorxiv|30a348aa-6c75-1014-b586-8a08f0d76748	llmarkers|biorxiv|30a348aa-6c75-1014-b586-8a08f0d76748	biorxiv:30a348aa-6c75-1014-b586-8a08f0d76748		HIGH COLLAGEN EXPRESSING FIBROBLAST POPULATION	HIGH COLLAGEN EXPRESSING FIBROBLAST POPULATION	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d		CD4-CTLS	CD 4 CTLS	5	0	0.0	0		
LLMarkers	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d		DNT	DNT	3	0	0.0	0		
LLMarkers	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d		MAIT	MAIT	5	0	0.0	2	0.0	
LLMarkers	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d		NK-BRIGHT	NK BRIGHT	6	0	0.0	0		
LLMarkers	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d		NK-DIM	NK DIM	7	0	0.0	0		
LLMarkers	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	llmarkers|biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d		PLATELETS	PLATELETS	4	0	0.0	0		
LLMarkers	llmarkers|biorxiv|345515b9-73b8-1014-926f-ccb5414f8f48	llmarkers|biorxiv|345515b9-73b8-1014-926f-ccb5414f8f48	biorxiv:345515b9-73b8-1014-926f-ccb5414f8f48		CANCER CELL	CANCER CELL	7	7	1.0	2	0.0	0.0
LLMarkers	llmarkers|biorxiv|3491a20c-6c0b-1014-8496-82b032785c2c	llmarkers|biorxiv|3491a20c-6c0b-1014-8496-82b032785c2c	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c		ACINAR PANCREATIC ISLET	ACINAR PANCREATIC ISLET	11	11	1.0	0		
LLMarkers	llmarkers|biorxiv|3491a20c-6c0b-1014-8496-82b032785c2c	llmarkers|biorxiv|3491a20c-6c0b-1014-8496-82b032785c2c	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c		ALPHA PANCREATIC ISLET	ALPHA PANCREATIC ISLET	4	4	1.0	0		
