source_corpus	paper_id	paper_key	cell_type	normalized_cell_type	neighborhood	n_markers	n_local_private_markers	local_private_fraction	n_same_label_other_paper_profiles	n_same_label_other_paper_markers	marker_fraction_recovered_by_same_label_other_papers	local_private_fraction_recovered_by_same_label_other_papers	n_same_neighborhood_other_paper_profiles	marker_fraction_recovered_by_same_neighborhood_other_papers	local_private_marker_names
biorxiv	1fa7b83f-6da7-1014-a69d-d257852e8dd1	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	T CELL	T CELL	T cell	3	3	1.0	37	68	1.0	1.0	254	1.0	CD3D; CD3E; CD3G
biorxiv	200cf446-75b0-1014-a31c-a786c6d74a08	biorxiv:200cf446-75b0-1014-a31c-a786c6d74a08	BAT	BAT		5	5	1.0	0	0			0		UCP1; PPARGC1A; CITED1; PRDM16; CIDEA
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	CHONDROMYOCYTES/CMCS	CHONDROMYOCYTES CMCS		3	2	0.6666666666666666	0	0			0		COMP; CCL19
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	CMC	CMC		4	0	0.0	0	0			0		
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FIB1	FIB 1		3	3	1.0	2	9	0.3333333333333333	0.3333333333333333	0		PCOLCE2; PLA2G2A; MFAP5
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FIB2	FIB 2		3	3	1.0	1	10	0.0	0.0	0		FBLN1; CXCL10; CFD
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FIB3	FIB 3		3	3	1.0	0	0			0		VWF; EGFL7; ACKR1
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FIB4	FIB 4		3	3	1.0	0	0			0		RARRES2; LEPR; CXCL14
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FIB5	FIB 5		3	3	1.0	0	0			0		PTGDS; ANGPTL7; APOD
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FIB6	FIB 6		3	3	1.0	0	0			0		ITGA6; SLC2A1; KRT19
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FIB7	FIB 7		3	3	1.0	0	0			0		CDH19; ABCA8; ABCA10
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FIBROMYOCYTES/FMCS	FIBROMYOCYTES FMCS		3	2	0.6666666666666666	0	0			0		VCAN; IGFBP2
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	FMC	FMC		4	0	0.0	0	0			0		
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	IVMAC1	IVMAC 1		3	1	0.3333333333333333	0	0			0		NPTX1
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	IVMAC2	IVMAC 2		3	3	1.0	0	0			0		MYBL2; FBXO5; TYMS
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	IVMAC3	IVMAC 3		3	3	1.0	0	0			0		MSMO1; DERL3; STARD4
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	IVMAC4	IVMAC 4		3	3	1.0	0	0			0		CDC20; PTTG1; PRTN3
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	IVMAC5	IVMAC 5		3	3	1.0	0	0			0		BIRC5; TOP2A; CDK1
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	IVMAC6	IVMAC 6		3	2	0.6666666666666666	0	0			0		OAS2; ISG15
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	IVMAC7	IVMAC 7		3	3	1.0	0	0			0		STMN1; H2AFZ; MIF
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	MAC4	MAC 4		7	5	0.7142857142857143	0	0			0		CD276; CTSL; SPP1; LIPA; FABP5
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	PERICYTE	PERICYTE	fibroblast/stromal	3	3	1.0	13	27	1.0	1.0	149	1.0	STEAP4; CD36; RGS5
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	SMC1	SMC 1		5	3	0.6	0	0			0		RERGL; PHLDA2; BCAM
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	SMC2	SMC 2		4	2	0.5	0	0			0		CNN1; PLN
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	SMC3	SMC 3		5	3	0.6	0	0			0		ITGA8; MYH10; ACTG2
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	SMC4	SMC 4		3	2	0.6666666666666666	0	0			0		IFIT3; IFI44L
biorxiv	2351d19e-6c56-1014-8708-9339c5f1215f	biorxiv:2351d19e-6c56-1014-8708-9339c5f1215f	PROLIFERATING T CELL	PROLIFERATING T CELL	T cell	7	7	1.0	1	3	0.0	0.0	255	0.14285714285714285	AURKA; MELK; PLK1; TK1; PBK; CDK1; AURKB
biorxiv	2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	ALVEOLAR	ALVEOLAR		5	2	0.4	1	3	0.0	0.0	0		HOPX; EMP2
biorxiv	2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	AT2	AT 2		3	0	0.0	9	42	0.0		0		
biorxiv	2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	BASAL CELL	BASAL CELL	epithelial	5	5	1.0	6	16	0.6	0.6	122	1.0	TP63; KRT17; ITGB4; KRT5; KRT14
biorxiv	2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	EPITHELIAL CELL	EPITHELIAL CELL	epithelial	5	5	1.0	6	12	0.8	0.8	122	0.8	CDH1; EPCAM; SOX9; NKX2-1; SOX2
biorxiv	2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	MESENCHYMAL	MESENCHYMAL	fibroblast/stromal	3	3	1.0	6	15	0.6666666666666666	0.6666666666666666	148	1.0	VIM; FN1; CDH2
biorxiv	2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	MESENCHYMAL STEM CELL	MESENCHYMAL STEM CELL	fibroblast/stromal	3	3	1.0	0	0			148	0.6666666666666666	CD44; ENG; THY1
biorxiv	24629940-6c09-1014-990c-ab0ee25195e2	biorxiv:24629940-6c09-1014-990c-ab0ee25195e2	FIRST HEART FIELD AND SECOND HEART FIELD	FIRST HEART FIELD AND SECOND HEART FIELD		3	3	1.0	0	0			0		ISL1; FGF8; BMP2
biorxiv	24629940-6c09-1014-990c-ab0ee25195e2	biorxiv:24629940-6c09-1014-990c-ab0ee25195e2	HEMATOPOIETIC LINEAGES	HEMATOPOIETIC LINEAGES		3	3	1.0	0	0			0		GATA1; KLF1; FLI1
biorxiv	2696a317-6c07-1014-9562-d326b0aa508e	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	CLUSTER 4	CLUSTER 4		11	11	1.0	10	61	0.09090909090909091	0.09090909090909091	0		CD74; FLT3; CD68; S100A8; S100A9; HLA-DPA1; CD14; HLA-DRB1; HLA-DMA; HLA-DRA; HLA-DPB1
biorxiv	2696a317-6c07-1014-9562-d326b0aa508e	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	CLUSTER 8	CLUSTER 8		7	6	0.8571428571428571	3	20	0.0	0.0	0		TXK; KLRB1; IL1R1; IL2RA; TNFRSF18; TLE1
biorxiv	2696a317-6c07-1014-9562-d326b0aa508e	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	T CELL CLUSTER 0	T CELL CLUSTER 0	T cell	5	5	1.0	0	0			254	1.0	NKG7; KLRC1; GZMA; CD8A; CD8B
biorxiv	2696a317-6c07-1014-9562-d326b0aa508e	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	T CELL CLUSTER 1	T CELL CLUSTER 1	T cell	5	4	0.8	0	0			254	1.0	CD4; TCF7; KLF2; LEF1
biorxiv	2746af96-6da7-1014-ab14-859a63e4801c	biorxiv:2746af96-6da7-1014-ab14-859a63e4801c	EC	EC		3	3	1.0	6	33	0.6666666666666666	0.6666666666666666	0		CDH5; AQP1; PECAM1
biorxiv	29ae8fb9-6d50-1014-8923-847f08fdc25e	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e	PLAQUE CELL	PLAQUE CELL		8	8	1.0	0	0			0		DCN; ACTA2; COL1A1; FN1; CNN1; MYH11; KLF4; MYOCD
biorxiv	29ae8fb9-6d50-1014-8923-847f08fdc25e	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e	PLAQUE SMOOTH MUSCLE CELL	PLAQUE SMOOTH MUSCLE CELL	fibroblast/stromal	3	3	1.0	0	0			149	0.6666666666666666	ENG; PDGFRB; ATXN1
biorxiv	29dae57b-6d36-1014-8489-e77255373be6	biorxiv:29dae57b-6d36-1014-8489-e77255373be6	MULTINUCLEATED CELLS DIGESTING CARTILAGE	MULTINUCLEATED CELLS DIGESTING CARTILAGE		4	3	0.75	0	0			0		PTPRC; CD68; ITGAV
biorxiv	29dae57b-6d36-1014-8489-e77255373be6	biorxiv:29dae57b-6d36-1014-8489-e77255373be6	OSTEOCLAST	OSTEOCLAST		8	7	0.875	2	6	0.25	0.14285714285714285	0		ACP5; CLCN7; CA2; ATP6V1A; MMP8; CTSK; STAT3
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	DIFFED-SPG	DIFFED SPG		3	3	1.0	0	0			0		SMC1B; CTCFL; TEX19
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	DIFFING-SPG	DIFFING SPG		3	3	1.0	0	0			0		DYNLL1; MKI67; APRT
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SC1	SC 1		3	3	1.0	0	0			0		F3; SLC16A1; CCNL1
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SC3	SC 3		3	3	1.0	0	0			0		LINC01120; LINC01206; SPATS1
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SC4	SC 4		3	3	1.0	0	0			0		TEX1; PRAP1; BEND2
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SC5	SC 5		3	3	1.0	0	0			0		RHOXF1; PLPP2; BEND4
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SC6	SC 6		3	3	1.0	0	0			0		SMCP; MYL1; NUPR2
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SC7	SC 7		3	3	1.0	0	0			0		CFH; BST2; FLRT2
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SC8	SC 8		3	3	1.0	0	0			0		TMIGD3; CCDC62; PGAM2
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SERTOLI CELLS	SERTOLI CELLS		3	3	1.0	1	7	0.6666666666666666	0.6666666666666666	0		AMH; APOA1; SOX9
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SSC0	SSC 0		8	0	0.0	0	0			0		
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SSC1	SSC 1		9	1	0.1111111111111111	0	0			0		TCF3
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	SSC2	SSC 2		5	3	0.6	0	0			0		ASB9; DMRT1; NANOS3
biorxiv	2e0cb1c8-7146-1014-adb8-b57e9dddb191	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	G2/M	G 2 M		5	4	0.8	0	0			0		CCNA1; CCNB1; CCNA2; CCNB2
biorxiv	2e0cb1c8-7146-1014-adb8-b57e9dddb191	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	LATE G1	LATE G 1		4	3	0.75	0	0			0		SERPINE1; CTGF; MYC
biorxiv	2e0cb1c8-7146-1014-adb8-b57e9dddb191	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	NEURAL G0	NEURAL G 0		17	15	0.8823529411764706	0	0			0		CDC20; PRDX1; SOX4; SOX9; BEX1; EDNRB; SCD5; MKI67; GPM6A; FABP7; HEY1; HOPX; AURKB; SOX2; OLIG2
biorxiv	2e0cb1c8-7146-1014-adb8-b57e9dddb191	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	S	S		3	1	0.3333333333333333	0	0			0		CCNE2
biorxiv	2f0bc005-6d0e-1014-97e7-b0ad1a9b0569	biorxiv:2f0bc005-6d0e-1014-97e7-b0ad1a9b0569	PREADIPOCYTE	PREADIPOCYTE		3	3	1.0	0	0			0		MIR335; MIR1290; MIR1246
biorxiv	307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	B CELL	B CELL	B cell	4	4	1.0	29	50	1.0	1.0	92	1.0	CD79B; CD79A; MS4A1; CD19
biorxiv	307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	NK CELL	NK CELL	NK cell	5	3	0.6	15	48	0.6	0.6666666666666666	61	0.8	CST7; NKG7; KLRD1
biorxiv	307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	NK T CELL	NK T CELL	T/NK cell	4	2	0.5	0	0			5	0.75	GNLY; KLRG1
biorxiv	307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	PDCS	PDCS		4	4	1.0	2	8	0.75	0.75	0		ITM2C; IRF7; CLEC4C; LILRA4
biorxiv	307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T CELL	T CELL	T cell	4	2	0.5	36	67	0.75	0.5	254	0.75	TRBC1; TRAC
biorxiv	307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T-CELL	T CELL	T cell	3	1	0.3333333333333333	36	67	1.0	1.0	254	1.0	CD3E
biorxiv	30a348aa-6c75-1014-b586-8a08f0d76748	biorxiv:30a348aa-6c75-1014-b586-8a08f0d76748	CTHRC1+	CTHRC 1		6	5	0.8333333333333334	0	0			0		ASPN; COL1A1; TGFBI; POSTN; ADAM12
biorxiv	30a348aa-6c75-1014-b586-8a08f0d76748	biorxiv:30a348aa-6c75-1014-b586-8a08f0d76748	HIGH COLLAGEN EXPRESSING FIBROBLAST POPULATION	HIGH COLLAGEN EXPRESSING FIBROBLAST POPULATION	fibroblast/stromal	3	2	0.6666666666666666	0	0			149	0.6666666666666666	HAS1; PLIN2
biorxiv	315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	CD4-CTLS	CD 4 CTLS	T cell	5	0	0.0	0	0			254	1.0	
biorxiv	315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	DNT	DNT		3	0	0.0	0	0			0		
biorxiv	315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	MAIT	MAIT	T cell	5	0	0.0	2	14	0.0		254	1.0	
biorxiv	315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	NK-BRIGHT	NK BRIGHT	NK cell	6	0	0.0	0	0			60	1.0	
biorxiv	315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	NK-DIM	NK DIM	NK cell	7	0	0.0	0	0			60	0.8571428571428571	
biorxiv	315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	PLATELETS	PLATELETS		4	0	0.0	0	0			0		
biorxiv	345515b9-73b8-1014-926f-ccb5414f8f48	biorxiv:345515b9-73b8-1014-926f-ccb5414f8f48	CANCER CELL	CANCER CELL		7	7	1.0	2	17	0.0	0.0	0		BMX; LRMP; SH3BGRL3; SH2D6; EEF1A1; PCLAF; MALAT1
biorxiv	3491a20c-6c0b-1014-8496-82b032785c2c	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c	ACINAR PANCREATIC ISLET	ACINAR PANCREATIC ISLET		11	11	1.0	0	0			0		CPA1; REG1A; CLPS; CELA3A; SPINK1; CTRB1; CTRB2; PLA2G1B; REG3A; REG1B; SYCN
biorxiv	3491a20c-6c0b-1014-8496-82b032785c2c	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c	ALPHA PANCREATIC ISLET	ALPHA PANCREATIC ISLET		4	4	1.0	0	0			0		CHGB; PAPPA2; SCG2; SERPINA1
biorxiv	3491a20c-6c0b-1014-8496-82b032785c2c	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c	BETA-PANCREATIC ISLET	BETA PANCREATIC ISLET		11	11	1.0	0	0			0		ABCC8; CASR; PFKFB2; RBP4; HADH; ADCYAP1; G6PC2; SLC30A8; PCSK1; EFNA5; INS
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	BASO	BASO		3	0	0.0	0	0			0		
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	BASOEB	BASOEB		3	1	0.3333333333333333	0	0			0		FOXO3
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	BASOP	BASOP		4	1	0.25	0	0			0		GATA2
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	CFU-E	CFU E		4	1	0.25	0	0			0		MYC
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	HSC	HSC		7	4	0.5714285714285714	4	43	0.5714285714285714	0.75	0		MECOM; HLF; THY1; GPR56
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	HSPC	HSPC		8	5	0.625	3	11	0.0	0.0	0		ELF1; ETV6; ZEB1; RUNX1; HES1
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	MEGAKARYOCYTE PROGENITOR	MEGAKARYOCYTE PROGENITOR		3	1	0.3333333333333333	0	0			0		ETS2
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	MEGAKARYOCYTE-ERYTHROID PROGENITOR (MEP)	MEGAKARYOCYTE ERYTHROID PROGENITOR MEP		9	2	0.2222222222222222	0	0			0		CD38; MYB
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	MEGAP	MEGAP		6	2	0.3333333333333333	0	0			0		ITGA2B; ITGA6
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	POLY-ORTHOEB	POLY ORTHOEB		5	2	0.4	0	0			0		NFE2; HBB
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	PROEB	PROEB		4	3	0.75	0	0			0		E2F8; E2F7; TFDP1
biorxiv	36b52534-7118-1014-9621-c8d35d0ed1df	biorxiv:36b52534-7118-1014-9621-c8d35d0ed1df	HUMAN MACROPHAGE	HUMAN MACROPHAGE	monocyte/macrophage	7	7	1.0	0	0			202	0.42857142857142855	LGMN; NPC2; CHIT1; CASP1; NLRP3; LIPF; NAGA
biorxiv	37132c64-6c91-1014-a7ae-a25544128cc2	biorxiv:37132c64-6c91-1014-a7ae-a25544128cc2	CLUSTER 1	CLUSTER 1		3	1	0.3333333333333333	13	57	0.3333333333333333	0.0	0		IL1B
biorxiv	37132c64-6c91-1014-a7ae-a25544128cc2	biorxiv:37132c64-6c91-1014-a7ae-a25544128cc2	CLUSTER 2	CLUSTER 2		3	1	0.3333333333333333	18	99	0.3333333333333333	1.0	0		LTB
biorxiv	37132c64-6c91-1014-a7ae-a25544128cc2	biorxiv:37132c64-6c91-1014-a7ae-a25544128cc2	IRAS1	IRAS 1		6	4	0.6666666666666666	0	0			0		CXCL2; CXCL5; CSF2; SERPINA3
biorxiv	37132c64-6c91-1014-a7ae-a25544128cc2	biorxiv:37132c64-6c91-1014-a7ae-a25544128cc2	IRAS2	IRAS 2		4	2	0.5	0	0			0		IFIT3; ISG15
biorxiv	37af1a73-74bd-1014-bb95-96ab82111b0d	biorxiv:37af1a73-74bd-1014-bb95-96ab82111b0d	Β CELL	CELL		5	5	1.0	18	133	0.8	0.8	0		IAPP; PDX1; NKX6-1; ITGA1; INS
biorxiv	380e1251-6c2c-1014-8b2d-a217f3491f5e	biorxiv:380e1251-6c2c-1014-8b2d-a217f3491f5e	TCM	TCM	T cell	4	1	0.25	2	6	0.25	1.0	252	1.0	CCR7
biorxiv	380e1251-6c2c-1014-8b2d-a217f3491f5e	biorxiv:380e1251-6c2c-1014-8b2d-a217f3491f5e	TEM	TEM	T cell	11	0	0.0	1	6	0.0		252	0.7272727272727273	
biorxiv	380e1251-6c2c-1014-8b2d-a217f3491f5e	biorxiv:380e1251-6c2c-1014-8b2d-a217f3491f5e	TEMRA	TEMRA	T cell	12	2	0.16666666666666666	0	0			252	0.6666666666666666	CD57; KLRF1
biorxiv	380e1251-6c2c-1014-8b2d-a217f3491f5e	biorxiv:380e1251-6c2c-1014-8b2d-a217f3491f5e	TREG	TREG	T cell	3	2	0.6666666666666666	14	41	0.6666666666666666	1.0	252	1.0	IL2RA; IL7R
biorxiv	38f92858-6c77-1014-a70a-b9d4e7b85d53	biorxiv:38f92858-6c77-1014-a70a-b9d4e7b85d53	CD4+T CELL	CD 4 T CELL	T cell	4	1	0.25	16	87	0.0	0.0	255	0.0	IGF1
biorxiv	38f92858-6c77-1014-a70a-b9d4e7b85d53	biorxiv:38f92858-6c77-1014-a70a-b9d4e7b85d53	MACROPHAGES	MACROPHAGES	monocyte/macrophage	5	3	0.6	5	33	0.0	0.0	201	0.2	PTN; AR; LRP1
biorxiv	38f92858-6c77-1014-a70a-b9d4e7b85d53	biorxiv:38f92858-6c77-1014-a70a-b9d4e7b85d53	MONOCYTES/MACROPHAGES	MONOCYTES MACROPHAGES	monocyte/macrophage	3	0	0.0	0	0			201	0.3333333333333333	
biorxiv	3912ca11-6e98-1014-9c67-9a3ee3e3b07f	biorxiv:3912ca11-6e98-1014-9c67-9a3ee3e3b07f	ENDOTHELIAL CELL	ENDOTHELIAL CELL	endothelial	7	7	1.0	27	111	0.42857142857142855	0.42857142857142855	74	0.8571428571428571	ICAM1; VWF; PLVAP; ESAM; DNASE1L3; AQP1; PECAM1
biorxiv	39510275-6e7f-1014-81d5-da3b7edd0de0	biorxiv:39510275-6e7f-1014-81d5-da3b7edd0de0	MONOCYTE	MONOCYTE	monocyte/macrophage	5	5	1.0	23	62	0.2	0.2	202	0.4	CTSD; CD68; GAA; IL17RA; SEMA4A
biorxiv	39623bbc-6d42-1014-9e37-a92d75e9c8ca	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	CD8+ T CELLS	CD 8 T CELLS	T cell	3	3	1.0	0	0			255	1.0	GZMB; IFNG; PRF1
biorxiv	39623bbc-6d42-1014-9e37-a92d75e9c8ca	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	HAIR FOLLICLE STEM CELLS (HF-SCS)	HAIR FOLLICLE STEM CELLS HF SCS		4	3	0.75	0	0			0		KRT15; TCEAL2; DIO2
biorxiv	39623bbc-6d42-1014-9e37-a92d75e9c8ca	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	HF-SCS	HF SCS		6	0	0.0	0	0			0		
biorxiv	39623bbc-6d42-1014-9e37-a92d75e9c8ca	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	IFE BASAL	IFE BASAL	epithelial	7	2	0.2857142857142857	0	0			123	0.5714285714285714	CCL2; IFI27
biorxiv	39623bbc-6d42-1014-9e37-a92d75e9c8ca	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	ORS	ORS		7	2	0.2857142857142857	0	0			0		DUSP1; FGF18
biorxiv	39623bbc-6d42-1014-9e37-a92d75e9c8ca	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	OUTER ROOT SHEATH CELLS (ORS)	OUTER ROOT SHEATH CELLS ORS		3	3	1.0	0	0			0		KRT6B; KRT16; KRT6A
biorxiv	396ad855-6e2e-1014-85f5-9bd33dea0f81	biorxiv:396ad855-6e2e-1014-85f5-9bd33dea0f81	CD14+ MONOCYTE	CD 14 MONOCYTE	monocyte/macrophage	7	7	1.0	2	8	0.42857142857142855	0.42857142857142855	201	1.0	VCAN; MS4A6A; LGALS3; S100A8; S100A9; CD14; CD163
biorxiv	396ad855-6e2e-1014-85f5-9bd33dea0f81	biorxiv:396ad855-6e2e-1014-85f5-9bd33dea0f81	CD4+ T CELL	CD 4 T CELL	T cell	7	7	1.0	16	88	0.5714285714285714	0.5714285714285714	255	0.7142857142857143	CD4; CCR7; LEF1; MAL; AQP3; TSHZ2; SELL
